zip,kmtoSMM,milesToSMM,hoursDriveToSMM,city,state,latitude,longitude
56301,125.287,77.8533418,1.24916666666667,Saint Cloud,MN,45.526066,-94.20649
56303,125.374,77.9074036,1.35055555555556,Saint Cloud,MN,45.568516,-94.19251
56304,113.639,70.6152746,1.2475,Saint Cloud,MN,45.547283,-94.11303
56307,158.136,98.2657104,1.51666666666667,Albany,MN,45.632455,-94.58257
56308,230.613,143.3029182,2.18694444444444,Alexandria,MN,45.88645,-95.38287
56310,149.508,92.9042712,1.48583333333333,Avon,MN,45.624705,-94.44973
56314,168.971,104.9985794,1.75416666666667,Bowlus,MN,45.814436,-94.42539
56318,192.778,119.7922492,1.94833333333333,Burtrum,MN,45.85303,-94.67459
56319,230.716,143.3669224,2.22611111111111,Carlos,MN,45.990781,-95.27033
56320,140.698,87.4297372,1.38416666666667,Cold Spring,MN,45.462728,-94.42511
56327,251.774,156.4523636,2.37861111111111,Farwell,MN,45.778773,-95.60302
56329,129.97,80.763358,1.43833333333333,Foley,MN,45.695411,-93.90417
56330,124.349,77.2704686,1.39611111111111,Foreston,MN,45.732493,-93.73102
56331,166.351,103.3705114,1.57944444444444,Freeport,MN,45.67539,-94.67303
56332,245.5,152.5537,2.32777777777778,Garfield,MN,45.950306,-95.50754
56333,132.656,82.4324384,1.44166666666667,Gilman,MN,45.691714,-94.05629
56336,186.737,116.0383718,1.88527777777778,Grey Eagle,MN,45.819474,-94.76247
56338,146.036,90.7467704,1.58888888888889,Hillman,MN,46.035241,-93.9153
56339,261.009,162.1909926,2.52861111111111,Hoffman,MN,45.825031,-95.81104
56342,178.684,111.0342376,1.87305555555556,Isle,MN,46.212757,-93.45729
56343,257.696,160.1322944,2.46361111111111,Kensington,MN,45.795887,-95.66742
56345,180.36,112.075704,1.86027777777778,Little Falls,MN,45.994029,-94.37183
56347,218.506,135.7796284,2.16444444444444,Long Prairie,MN,45.973572,-94.8582
56349,234.407,145.6605098,2.33138888888889,Lowry,MN,45.728732,-95.52504
56350,183.2,113.84048,1.90111111111111,McGrath,MN,46.274325,-93.26096
56352,177.605,110.363747,1.69305555555556,Melrose,MN,45.659491,-94.81417
56353,122.044,75.8381416,1.325,Milaca,MN,45.760191,-93.63247
56354,239.613,148.8955182,2.36416666666667,Miltona,MN,46.063391,-95.28168
56358,132.258,82.1851212,1.42861111111111,Ogilvie,MN,45.831767,-93.44162
56360,219.399,136.3345386,2.12944444444444,Osakis,MN,45.884771,-95.10486
56361,257.487,160.0024218,2.61083333333333,Parkers Prairie,MN,46.156758,-95.33754
56364,165.823,103.0424122,1.80638888888889,Pierz,MN,45.996396,-94.08461
56367,149.543,92.9260202,1.62861111111111,Rice,MN,45.745266,-94.18176
56368,151.701,94.2670014,1.53861111111111,Richmond,MN,45.448703,-94.52597
56373,157.87,98.100418,1.70638888888889,Royalton,MN,45.840565,-94.26434
56374,139.641,86.7729174,1.39888888888889,Saint Joseph,MN,45.582653,-94.32974
56377,143.533,89.1914062,1.53611111111111,Sartell,MN,45.622966,-94.20959
56378,191.482,118.9869148,1.83361111111111,Sauk Centre,MN,45.729898,-94.97236
56379,132.913,82.5921382,1.47277777777778,Sauk Rapids,MN,45.608178,-94.13838
56381,246.571,153.2192194,2.48611111111111,Starbuck,MN,45.578335,-95.55201
56385,208.782,129.7371348,2.02055555555556,Villard,MN,45.702767,-95.21433
56387,125.804,78.1746056,1.23833333333333,Waite Park,MN,45.550378,-94.22429
56401,211.699,131.5497586,2.24333333333333,Brainerd,MN,46.352758,-94.16289
56425,219.149,136.1791886,2.25111111111111,Baxter,MN,46.347175,-94.27017
56431,222.783,138.4373562,2.35722222222222,Aitkin,MN,46.507241,-93.66458
56437,248.691,154.5365874,2.48638888888889,Bertha,MN,46.252854,-95.06222
56441,224.831,139.7099834,2.49638888888889,Crosby,MN,46.528094,-93.98055
56442,250.758,155.8210212,2.81388888888889,Crosslake,MN,46.67066,-94.10686
56443,204.847,127.2919258,2.07555555555556,Cushing,MN,46.194584,-94.6196
56444,200.734,124.7361076,2.12694444444444,Deerwood,MN,46.438976,-93.89064
56446,245.376,152.4766464,2.43611111111111,Eagle Bend,MN,46.145445,-95.07071
56447,245.072,152.2877408,2.70555555555556,Emily,MN,46.735697,-93.94205
56449,195.732,121.6278648,2.06222222222222,Fort Ripley,MN,46.166054,-94.29254
56452,297.148,184.6477672,3.12638888888889,Hackensack,MN,46.963355,-94.4646
56455,218.93,136.043102,2.38972222222222,Ironton,MN,46.483523,-93.99978
56461,322.403,200.3412242,3.29694444444444,Laporte,MN,47.260013,-94.84475
56464,301.392,187.2849888,3.11805555555556,Menahga,MN,46.770167,-95.09659
56465,247.052,153.5181128,2.60222222222222,Merrifield,MN,46.527729,-94.11071
56467,309.67,192.428938,3.22972222222222,Nevis,MN,46.970017,-94.85013
56468,239.16,148.614024,2.48472222222222,Nisswa,MN,46.501623,-94.28917
56469,254.664,158.2482096,2.70305555555556,Palisade,MN,46.702947,-93.5203
56470,327.27,203.365578,3.44972222222222,Park Rapids,MN,46.974221,-95.06581
56472,255.415,158.714881,2.67555555555556,Pequot Lakes,MN,46.602684,-94.29986
56473,221.477,137.6258078,2.29305555555556,Pillager,MN,46.368605,-94.4846
56474,254.636,158.2308104,2.64027777777778,Pine River,MN,46.718997,-94.38716
56475,194.396,120.7976744,2.01472222222222,Randall,MN,46.099545,-94.50864
56477,284.287,176.6559418,2.92277777777778,Sebeka,MN,46.630023,-95.01222
56479,243.907,151.5638098,2.52277777777778,Staples,MN,46.380664,-94.80503
56482,263.601,163.8016614,2.68555555555556,Wadena,MN,46.447659,-95.14289
56501,344.285,213.938699,3.52305555555556,Detroit Lakes,MN,46.809965,-95.8518
56511,350.243,217.6410002,3.55611111111111,Audubon,MN,46.863375,-95.99585
56514,377.117,234.3405038,3.40638888888889,Barnesville,MN,46.653912,-96.42891
56529,387.348,240.6980472,3.53472222222222,Dilworth,MN,46.878062,-96.70242
56531,283.168,175.9605952,2.71722222222222,Elbow Lake,MN,45.990556,-95.96704
56537,304.817,189.4132838,2.78388888888889,Fergus Falls,MN,46.282084,-96.06798
56544,330.441,205.3360374,3.3575,Frazee,MN,46.742349,-95.62935
56547,386.518,240.1822852,3.57805555555556,Glyndon,MN,46.884481,-96.56301
56549,374.742,232.8646788,3.52888888888889,Hawley,MN,46.864977,-96.30781
56554,360.346,223.9190044,3.64444444444444,Lake Park,MN,46.861527,-96.10974
56557,408.276,253.7027064,4.23666666666667,Mahnomen,MN,47.330624,-95.87672
56560,386.952,240.4519728,3.58027777777778,Moorhead,MN,46.861413,-96.75367
56567,289.29,179.764806,3,New York Mills,MN,46.534993,-95.38106
56572,342.347,212.7344258,3.21,Pelican Rapids,MN,46.608461,-96.0663
56573,305.144,189.6164816,3.12138888888889,Perham,MN,46.607429,-95.55911
56575,352.591,219.1000474,3.72972222222222,Ponsford,MN,47.042394,-95.43451
56586,305.192,189.6463088,2.92194444444444,Underwood,MN,46.330985,-95.84679
56589,377.95,234.85813,4.06694444444444,Waubun,MN,47.174775,-95.74517
56601,381.551,237.0957914,3.93083333333333,Bemidji,MN,47.504496,-94.87105
56633,358.153,222.5562742,3.87,Cass Lake,MN,47.373207,-94.58834
56634,421.757,262.0797998,4.365,Clearbrook,MN,47.67265,-95.42809
56649,461.729,286.9184006,4.45361111111111,International Falls,MN,48.579947,-93.38142
56653,458.757,285.0715998,4.5425,Littlefork,MN,48.366833,-93.56367
56654,510.053,316.9469342,4.97694444444444,Loman,MN,48.527572,-93.83554
56678,375.102,233.0883828,3.88555555555556,Solway,MN,47.508863,-95.11397
56683,396.044,246.1017416,4.08694444444444,Tenstrike,MN,47.690018,-94.71889
56686,555.173,344.9845022,5.87,Williams,MN,48.786139,-94.91418
56701,491.011,305.1142354,5.11055555555556,Thief River Falls,MN,48.118625,-96.1793
56715,455.448,283.0153872,4.70305555555556,Brooks,MN,47.808866,-95.97713
56716,483.145,300.226303,4.67361111111111,Crookston,MN,47.761982,-96.58055
56729,559.873,347.9050822,5.87888888888889,Halma,MN,48.655487,-96.59592
56733,626.465,389.285351,5.69777777777778,Kennedy,MN,48.634961,-96.92156
56751,567.946,352.9216444,5.88527777777778,Roseau,MN,48.817919,-95.75167
57006,350.175,217.598745,3.9175,Brookings,SD,44.305418,-96.7906
57071,374.213,232.5359582,4.16722222222222,Volga,SD,44.278584,-96.93911
57103,390.207,242.4746298,3.90055555555556,Sioux Falls,SD,43.537075,-96.69527
57104,385.585,239.602519,3.84916666666667,Sioux Falls,SD,43.560826,-96.7324
57106,406.038,252.3120132,4.11444444444444,Sioux Falls,SD,43.514392,-96.80375
57108,397.417,246.9549238,3.99388888888889,Sioux Falls,SD,43.488472,-96.72258
57201,343.592,213.5080688,3.8325,Watertown,SD,44.916657,-97.11346
57401,486.708,302.4403512,5.11777777777778,Aberdeen,SD,45.46932,-98.49646
57469,455.708,283.1769512,5.05361111111111,Redfield,SD,44.864263,-98.5409
57564,577.113,358.6180182,6.53083333333333,Onida,SD,44.68577,-100.04014
57701,938.616,583.2559824,8.49555555555555,Rapid City,SD,44.085288,-103.21335
58012,430.813,267.7071982,4.02944444444444,Casselton,ND,46.912684,-97.18939
58042,414.967,257.8604938,3.80361111111111,Harwood,ND,46.984696,-96.9327
58047,393.468,244.5010152,3.67472222222222,Horace,ND,46.724294,-96.8728
58051,397.243,246.8468002,3.76027777777778,Kindred,ND,46.634764,-97.02012
58059,420.989,261.6025646,3.89666666666667,Mapleton,ND,46.839654,-97.12241
58072,486.476,302.2961864,4.38527777777778,Valley City,ND,46.934311,-98.02374
58075,348.657,216.6554598,3.30694444444444,Wahpeton,ND,46.28232,-96.68494
58078,408.326,253.7337764,3.73166666666667,West Fargo,ND,46.875367,-96.90503
58102,406.59,252.655026,3.70805555555556,Fargo,ND,46.900348,-96.80016
58103,396.023,246.0886922,3.63972222222222,Fargo,ND,46.860864,-96.81602
58104,402.766,250.2787924,3.70555555555556,Fargo,ND,46.812118,-96.839
58201,521.863,324.2856682,4.71833333333333,Grand Forks,ND,47.899217,-97.05896
58203,525.646,326.6364244,4.74694444444444,Grand Forks,ND,47.938898,-97.08401
58249,711.335,442.023569,6.51944444444444,Langdon,ND,48.811921,-98.31033
58301,668.602,415.4692828,6.11861111111111,Devils Lake,ND,48.122688,-98.87752
58368,751.566,467.0231124,6.82916666666667,Rugby,ND,48.273263,-100.00991
58401,554.908,344.8198312,4.98194444444444,Jamestown,ND,46.906983,-98.72826
58413,558.806,347.2420484,5.53472222222222,Ashley,ND,46.052308,-99.27476
58444,690.396,429.0120744,6.28416666666667,Goodrich,ND,47.480027,-100.13717
58482,636.203,395.3365442,5.66916666666667,Steele,ND,46.862714,-99.9205
58501,694.211,431.3827154,6.17305555555556,Bismarck,ND,46.83962,-100.7723
58503,704.156,437.5625384,6.29527777777778,Bismarck,ND,46.861794,-100.78026
58504,700.372,435.2111608,6.28388888888889,Bismarck,ND,46.768617,-100.75381
58554,723.314,449.4673196,6.42194444444444,Mandan,ND,46.812148,-100.90891
58577,765.995,475.989293,6.85361111111111,Washburn,ND,47.302682,-101.04618
58638,803.748,499.4490072,7.15305555555556,Hebron,ND,46.877355,-102.0497
58701,818.749,508.7706286,7.6225,Minot,ND,48.19983,-101.28579
58730,1022.61,635.449854,9.60388888888889,Crosby,ND,48.889528,-103.32304
59602,1717.528,1067.2718992,15.9805555555556,Helena,MT,46.696501,-111.96895
59718,1600.802,994.7383628,14.0313888888889,Bozeman,MT,45.680811,-111.137
60008,606.524,376.8940136,5.53722222222222,Rolling Meadows,IL,42.07506,-88.02508
60010,602.985,374.694879,5.57111111111111,Barrington,IL,42.160791,-88.15231
60013,594.035,369.133349,5.59527777777778,Cary,IL,42.217523,-88.24338
60015,628.972,390.8432008,5.73388888888889,Deerfield,IL,42.169325,-87.86556
60051,559.403,347.6130242,5.35,Mchenry,IL,42.324761,-88.452481
60067,604.968,375.9271152,5.58916666666667,Palatine,IL,42.10979,-88.04917
60093,640.361,397.9203254,5.85,Winnetka,IL,42.104127,-87.75016
60126,629.922,391.4335308,5.76388888888889,Elmhurst,IL,41.89103,-87.94181
60136,576.718,358.3725652,5.26694444444444,Gilberts,IL,42.099479,-88.36942
60451,670.072,416.3827408,6.14805555555556,New Lenox,IL,41.509231,-87.96475
60513,639.219,397.2106866,5.95361111111111,Brookfield,IL,41.822681,-87.84753
60514,637.408,396.0853312,5.945,Clarendon Hills,IL,41.779533,-87.95798
60525,641.812,398.8219768,6.02722222222222,La Grange,IL,41.788536,-87.87605
60534,645.543,401.1404202,6.07055555555556,Lyons,IL,41.812331,-87.82318
60538,632.515,393.044821,5.76833333333333,Montgomery,IL,41.721886,-88.32972
60541,659.334,409.7101476,6.01277777777778,Newark,IL,41.529433,-88.53552
60565,650.346,404.1250044,5.985,Naperville,IL,41.728738,-88.12824
60585,647.514,402.3651996,6.06,Plainfield,IL,41.66,-88.21
60637,656.884,408.1877176,6.28555555555556,Chicago,IL,41.779384,-87.60544
60645,636.573,395.5664622,6.08138888888889,Chicago,IL,42.008956,-87.69634
60657,639.501,397.3859214,6.10388888888889,Chicago,IL,41.940832,-87.65852
60805,661.03,410.764042,6.23333333333333,Evergreen Park,IL,41.719933,-87.70249
61455,637.618,396.2158252,6.50694444444444,Macomb,IL,40.456986,-90.6681
61525,667.768,414.9510352,6.57944444444444,Dunlap,IL,40.849036,-89.65554
61764,716.192,445.0417088,6.58666666666667,Pontiac,IL,40.884053,-88.63376
61801,814.924,506.3937736,7.36166666666667,Urbana,IL,40.109647,-88.21246
61822,801.989,498.3559646,7.185,Champaign,IL,40.126854,-88.29315
63131,830.798,516.2578772,8.20083333333333,Saint Louis,MO,38.618582,-90.43643
63348,791.031,491.5466634,7.89277777777778,Foristell,MO,38.814432,-90.94433
63533,634.744,394.4299216,6.10333333333333,Brashear,MO,40.181653,-92.39699
65201,766.761,476.4652854,7.37944444444444,Columbia,MO,38.926838,-92.29003
65202,761.414,473.1426596,7.26694444444444,Columbia,MO,39.00234,-92.30033
65203,778.347,483.6648258,7.45666666666667,Columbia,MO,38.925204,-92.36887
66062,745.952,463.5345728,6.79055555555556,Olathe,KS,38.860511,-94.77581
66101,708.393,440.1954102,6.34444444444444,Kansas City,KS,39.118054,-94.62568
66208,720.263,447.5714282,6.57194444444444,Shawnee Mission,KS,38.999505,-94.63102
66214,725.586,450.8791404,6.53027777777778,Shawnee Mission,KS,38.961756,-94.71498
68022,641.226,398.4578364,5.79388888888889,Elkhorn,NE,41.274881,-96.24565
68028,640.845,398.221083,5.72361111111111,Gretna,NE,41.118694,-96.25535
68130,631.6,392.47624,5.79333333333333,Omaha,NE,41.240036,-96.18017
68134,624.1,387.81574,5.62222222222222,Omaha,NE,41.296748,-96.05181
68423,717.301,445.7308414,6.45138888888889,Pleasant Dale,NE,40.806723,-96.93931
69101,1067.265,663.198471,9.53555555555556,North Platte,NE,41.129363,-100.77502
70121,1909.921,1186.8249094,17.6433333333333,New Orleans,LA,29.961875,-90.16037
70401,1825.167,1134.1587738,16.8741666666667,Hammond,LA,30.517866,-90.47254
71909,1361.778,846.2088492,12.7586111111111,Hot Springs Village,AR,34.657742,-92.9811
72701,1095.336,680.6417904,9.94833333333333,Fayetteville,AR,36.040467,-94.13376
72703,1081.552,672.0764128,9.87916666666667,Fayetteville,AR,36.107078,-94.11592
72758,1052.117,653.7855038,9.45416666666667,Rogers,AR,36.306616,-94.14622
75007,1505.012,935.2144568,13.9177777777778,Carrollton,TX,33.00542,-96.89773
75013,1477.737,918.2657718,13.6611111111111,Allen,TX,33.106582,-96.69402
75034,1496.312,929.8082768,13.8252777777778,Frisco,TX,33.143792,-96.83938
75063,1580.955,982.405437,13.9775,Irving,TX,32.916865,-96.97349
75068,1553.288,965.2131632,13.7966666666667,Little Elm,TX,33.173008,-96.95485
75078,1466.789,911.4626846,13.7213888888889,Prosper,TX,33.240766,-96.79944
75098,1493.538,928.0845132,14.0252777777778,Wylie,TX,33.011975,-96.53607
75182,1522.497,946.0796358,14.1475,Sunnyvale,TX,32.803646,-96.56965
75771,1546.689,961.1125446,14.395,Lindale,TX,32.522902,-95.42126
77351,1790.31,1112.498634,17.1613888888889,Livingston,TX,30.712538,-94.89915
77386,1871.166,1162.7425524,17.1516666666667,Spring,TX,30.128862,-95.41896
77479,1935.35,1202.62649,17.7702777777778,Sugar Land,TX,29.573345,-95.63213
77568,1959.489,1217.6264646,18.0144444444444,La Marque,TX,29.366684,-94.97392
78154,1984.224,1232.9967936,17.6536111111111,Schertz,TX,29.577359,-98.2787
78250,2028.194,1260.3197516,18.1705555555556,San Antonio,TX,29.510204,-98.66784
78665,1860.724,1156.2538936,16.4655555555556,Sandy,TX,30.219829,-98.358613
78733,1899.263,1180.2020282,16.9863888888889,Austin,TX,30.329704,-97.8751
78734,1897.032,1178.8156848,16.9386111111111,Austin,TX,30.378675,-97.95028
80020,1474.136,916.0281104,12.9136111111111,Broomfield,CO,39.93404,-105.05454
80021,1477.147,917.8991458,12.9319444444444,Broomfield,CO,39.881608,-105.09953
80027,1486.635,923.794989,13.0391666666667,Louisville,CO,39.963322,-105.15053
80031,1471.209,914.2092726,12.9011111111111,Westminster,CO,39.866785,-105.04143
80108,1510.142,938.4022388,13.1233333333333,Castle Rock,CO,39.453833,-104.885409
80109,1520.332,944.7343048,13.3011111111111,Castle Rock,CO,39.380857,-104.89947
80123,1491.016,926.5173424,13.1791666666667,Littleton,CO,39.616114,-105.07393
80130,1505.866,935.7451324,13.1413888888889,Lone Tree,CO,39.541571,-104.92152
80138,1494.777,928.8544278,13.0625,Parker,CO,39.523171,-104.70607
80205,1469.856,913.3685184,12.9180555555556,Denver,CO,39.758986,-104.96678
80206,1473.2,915.44648,13.01,Denver,CO,39.731237,-104.95243
80246,1483.768,922.0134352,13.0327777777778,Denver,CO,39.705318,-104.93113
80301,1473.047,915.3514058,13.0872222222222,Boulder,CO,40.044385,-105.21928
80303,1488.528,924.9712992,13.0722222222222,Boulder,CO,39.989135,-105.22883
80470,1539.38,956.570732,13.6308333333333,Pine,CO,39.45658,-105.36876
80525,1439.272,894.3636208,12.9838888888889,Fort Collins,CO,40.532354,-105.0535
80537,1469.72,913.284008,13.1602777777778,Loveland,CO,40.383636,-105.10349
80544,1467.345,911.808183,13.0225,Niwot,CO,40.177043,-105.275045
80634,1432.586,890.2089404,12.6405555555556,Greeley,CO,40.407853,-104.75498
80863,1622.372,1008.1419608,14.3627777777778,Woodland Park,CO,38.996004,-105.06335
80919,1578.062,980.6077268,13.8113888888889,Colorado Springs,CO,38.925451,-104.85255
80923,1579.424,981.4540736,13.7961111111111,Colorado Springs,CO,38.86,-104.76
81433,2000.86,1243.334404,19.2536111111111,Silverton,CO,37.868294,-107.62223
81611,1731.779,1076.1274706,16.0686111111111,Aspen,CO,39.196857,-106.8191
81635,1790.674,1112.7248236,15.9505555555556,Parachute,CO,39.493283,-108.11571
83404,1914.482,1189.6591148,17.4672222222222,Idaho Falls,ID,43.465998,-112.01425
83616,2380.091,1478.9885474,21.4555555555556,Eagle,ID,43.705551,-116.36346
83702,2357.663,1465.0517882,21.2461111111111,Boise,ID,43.627734,-116.20756
84044,2013.703,1251.3150442,18.5619444444444,Magna,UT,40.700162,-112.08318
84096,2028.889,1260.7516246,18.6597222222222,Herriman,UT,40.48,-112.07
84601,2036.143,1265.2592602,18.9563888888889,Provo,UT,40.230954,-111.68006
85044,2647.788,1645.3354632,24.7069444444444,Phoenix,AZ,33.333591,-111.99246
85203,2620.82,1628.577548,24.4330555555556,Mesa,AZ,33.437493,-111.806
85207,2611.601,1622.8488614,24.4088888888889,Mesa,AZ,33.436767,-111.64338
85249,2654.91,1649.761074,24.7805555555556,Chandler,AZ,33.237229,-111.8004
85251,2627.27,1632.585578,24.5666666666667,Scottsdale,AZ,33.494152,-111.92079
85259,2611.757,1622.9457998,24.3527777777778,Scottsdale,AZ,33.596995,-111.82628
85295,2636.466,1638.2999724,24.7063888888889,Gilbert,AZ,33.3,-111.74
85296,2636.263,1638.1738282,24.7075,Gilbert,AZ,33.319722,-111.76078
85387,2716.176,1687.8317664,24.9416666666667,Surprise,AZ,33.276539,-112.18717
87013,2118.431,1316.3930234,19.5502777777778,Cuba,NM,35.869051,-107.40227
87105,2006.895,1247.084553,18.7825,Albuquerque,NM,35.031329,-106.68695
87109,2012.693,1250.6874302,18.4408333333333,Albuquerque,NM,35.155811,-106.56662
87120,1990.454,1236.8681156,18.6044444444444,Albuquerque,NM,35.146144,-106.70851
87801,2100.937,1305.5222518,19.5011111111111,Socorro,NM,33.953237,-106.93722
88072,2211.472,1374.2087008,20.9213888888889,Vado,NM,32.123655,-106.63846
89128,2680.185,1665.466959,23.5483333333333,Las Vegas,NV,36.193501,-115.265
89445,2698.306,1676.7273484,25.3152777777778,Winnemucca,NV,41.02951,-117.94402
89523,2843.768,1767.1174352,25.7058333333333,Reno,NV,39.523088,-119.89808
90042,3093.16,1922.089624,27.1916666666667,Los Angeles,CA,34.114558,-118.19233
90064,3119.362,1938.3715468,27.5188888888889,Los Angeles,CA,34.03457,-118.42843
90067,3122.37,1940.240718,27.6277777777778,Los Angeles,CA,34.056709,-118.41183
90069,3114.624,1935.4273536,27.6205555555556,West Hollywood,CA,34.090975,-118.3813
90807,3112.54,1934.132356,27.4452777777778,Long Beach,CA,33.828366,-118.18235
91011,3096.311,1924.0476554,27.2122222222222,La Canada Flintridge,CA,34.211171,-118.19776
91030,3091.437,1921.0189518,27.2094444444444,South Pasadena,CA,34.112958,-118.15577
91302,3139.859,1951.1083826,27.7836111111111,Calabasas,CA,34.133513,-118.66464
92009,3166.712,1967.7948368,27.9369444444444,Carlsbad,CA,33.097841,-117.26744
92011,3178.145,1974.899303,27.9808333333333,Carlsbad,CA,33.1,-117.29
92028,3125.914,1942.4429596,27.4875,Fallbrook,CA,33.380359,-117.20605
92075,3175.596,1973.3153544,28.0988888888889,Solana Beach,CA,32.997543,-117.26087
92124,3188.815,1981.529641,28.0422222222222,San Diego,CA,32.822815,-117.09844
92253,3075.375,1911.038025,27.6452777777778,La Quinta,CA,33.675373,-116.29649
92617,3101.581,1927.3224334,27.4077777777778,Irvine,CA,33.63,-117.83
92620,3091.545,1921.086063,27.2241666666667,Irvine,CA,33.714889,-117.7633
92880,3060.794,1901.9773916,26.9869444444444,Corona,CA,33.903803,-117.60221
93551,3058.227,1900.3822578,27.1038888888889,Palmdale,CA,34.606146,-118.18495
94070,3213.332,1996.7645048,29.2613888888889,San Carlos,CA,37.499175,-122.26655
94108,3173.768,1972.1794352,28.8241666666667,San Francisco,CA,37.792678,-122.40793
94121,3194.154,1984.8472956,29.0063888888889,San Francisco,CA,37.778729,-122.49265
94533,3104.138,1928.9113532,28.0341666666667,Fairfield,CA,38.269582,-122.03701
94555,3201.495,1989.408993,29.0130555555556,Fremont,CA,37.571581,-122.0509
94566,3185.415,1979.416881,28.7755555555556,Pleasanton,CA,37.658898,-121.87149
94588,3177.502,1974.4997428,28.6886111111111,Pleasanton,CA,37.68973,-121.89244
94702,3159.077,1963.0504478,28.6047222222222,Berkeley,CA,37.865026,-122.2859
95032,3245.551,2016.7853914,29.46,Los Gatos,CA,37.241193,-121.9534
95110,3223.437,2003.0437518,29.2241666666667,San Jose,CA,37.335545,-121.89877
95404,3192.467,1983.7989938,29.2491666666667,Santa Rosa,CA,38.457611,-122.69317
95482,3213.835,1997.077069,29.8808333333333,Ukiah,CA,39.154946,-123.20088
95540,3356.574,2085.7750836,31.8638888888889,Fortuna,CA,40.583488,-124.14367
95608,3025.046,1879.7635844,27.3788888888889,Carmichael,CA,38.628371,-121.32702
95628,3020.307,1876.8187698,27.3697222222222,Fair Oaks,CA,38.654803,-121.26529
95747,3019.304,1876.1955056,27.2922222222222,Roseville,CA,38.768829,-121.33629
95758,3057.803,1900.1187842,27.6775,Elk Grove,CA,38.406432,-121.43673
95763,3014.218,1873.0350652,27.2755555555556,Folsom,CA,38.377411,-121.444429
95945,2966.495,1843.379993,26.8213888888889,Grass Valley,CA,39.202725,-121.02076
96819,NA,NA,NA,Honolulu,HI,21.3452,-157.88165
97007,2823.335,1754.420369,25.3408333333333,Beaverton,OR,45.469079,-122.85602
97062,2819.502,1752.0385428,25.2013888888889,Tualatin,OR,45.373991,-122.77127
97215,2793.103,1735.6342042,24.8763888888889,Portland,OR,45.514241,-122.60089
97239,2802.779,1741.6468706,25.0077777777778,Portland,OR,45.488031,-122.693796
97759,2861.003,1777.8272642,25.8463888888889,Sisters,OR,44.322689,-121.54897
98011,2689.808,1671.4466912,23.7597222222222,Bothell,WA,47.751471,-122.20257
98020,2707.835,1682.648669,24.0588888888889,Edmonds,WA,47.803668,-122.37096
98028,2692.86,1673.343204,23.8825,Kenmore,WA,47.75287,-122.24736
98052,2684.056,1667.8723984,23.7355555555556,Redmond,WA,47.677471,-122.12138
98107,2691.392,1672.4309888,23.9338888888889,Seattle,WA,47.66747,-122.37468
98121,2684.761,1668.3104854,23.7825,Seattle,WA,47.61487,-122.34578
98133,2698.303,1676.7254842,23.9275,Seattle,WA,47.733852,-122.34461
98144,2679.308,1664.9219912,23.6691666666667,Seattle,WA,47.58577,-122.30081
98402,2703.365,1679.871011,23.9286111111111,Tacoma,WA,47.247671,-122.43971
98418,2704.98,1680.874572,23.9547222222222,Tacoma,WA,47.066193,-122.113223
98682,2805.376,1743.2606464,25.0413888888889,Vancouver,WA,45.67309,-122.51319
98837,2406.709,1495.5289726,21.2355555555556,Moses Lake,WA,47.133606,-119.28455
99577,5092.755,3164.637957,53.2105555555556,Eagle River,AK,61.310222,-149.51689
99780,4606.43,2862.435602,47.9986111111111,Tok,AK,63.341767,-142.93704
